STATE,District Name,Market Name,Commodity,Variety,Grade,Min_Price,Max_Price,Modal_Price,Price Date
Karnataka,dharwad,Hubli (Amaragol),Onion,Puna,FAQ,400,1800,850,24/06/2023
Karnataka,kolar,Chintamani,Tomato,Tomato,FAQ,5000,8000,7000,24/06/2023
Karnataka,kolar,Chickkaballapura,Tomato,Tomato,FAQ,1500,5000,3300,24/06/2023
Karnataka,kolar,Chintamani,Onion,Onion,FAQ,1000,1500,1250,24/06/2023
Karnataka,kolar,Gowribidanoor,Tomato,Tomato,FAQ,1500,4000,2000,24/06/2023
Karnataka,mysore,Mysore (Bandipalya),Potato,Potato,FAQ,1400,1800,1600,24/06/2023
Karnataka,bellary,Hospet,Potato,Potato,Medium,1400,1400,1400,24/06/2023
Karnataka,kolar,Gowribidanoor,Onion,Onion,FAQ,1500,3000,2500,24/06/2023
Karnataka,kolar,Mulabagilu,Tomato,Tomato,FAQ,600,2666,1666,24/06/2023
Karnataka,bellary,Hospet,Tomato,Tomato,FAQ,1000,1200,1000,24/06/2023
Karnataka,hassan,Channarayapatna,Tomato,Tomato,FAQ,2000,2000,2000,24/06/2023
Karnataka,hassan,Channarayapatna,Potato,Local,FAQ,2000,2000,2000,24/06/2023
Karnataka,belgaum,Belgaum,Onion,Pusa-Red,FAQ,800,1500,1200,24/06/2023
Karnataka,bangalore,Ramanagara,Tomato,Tomato,FAQ,5000,6200,6000,24/06/2023
Karnataka,mysore,Mysore (Bandipalya),Onion,Other,FAQ,1500,1800,1700,24/06/2023
Karnataka,kolar,Chickkaballapura,Onion,Beelary-Red,FAQ,1400,1600,1500,24/06/2023
Karnataka,belgaum,Belgaum,Potato,Local,FAQ,1500,2200,2000,24/06/2023
Karnataka,bellary,Hospet,Onion,Local,FAQ,800,1000,1000,24/06/2023
Karnataka,mysore,T. Narasipura,Tomato,Hybrid,FAQ,2500,3000,2500,24/06/2023
Karnataka,kolar,Bangarpet,Tomato,Tomato,FAQ,1800,6000,3800,24/06/2023
Karnataka,belgaum,Belgaum,Tomato,Tomato,FAQ,3600,4100,3850,24/06/2023
Karnataka,kolar,Chintamani,Potato,Local,FAQ,1500,2000,1750,24/06/2023
Karnataka,dharwad,Hubli (Amaragol),Potato,Potato,FAQ,1500,1600,1550,24/06/2023
Karnataka,dharwad,Hubli (Amaragol),Onion,Telagi,FAQ,200,1500,720,24/06/2023
Karnataka,bangalore,Channapatana,Tomato,Tomato,FAQ,3000,5000,4000,24/06/2023
Karnataka,kolar,Srinivasapur,Tomato,Tomato,FAQ,2000,6533,4000,24/06/2023
Karnataka,hassan,Channarayapatna,Onion,Onion,FAQ,1000,1000,1000,24/06/2023
Karnataka,kolar,Kolar,Tomato,Tomato,FAQ,2000,6670,3670,24/06/2023
Karnataka,kolar,Chickkaballapura,Potato,Local,FAQ,1400,1600,1500,24/06/2023
Karnataka,kolar,Chintamani,Potato,Local,FAQ,1500,2000,1750,25/06/2023
Karnataka,kolar,Srinivasapur,Tomato,Tomato,FAQ,1333,7000,5667,25/06/2023
Karnataka,chikmagalur,Bagepalli,Tomato,Tomato,FAQ,600,1300,1100,25/06/2023
Karnataka,mandya,K.R. Pet,Tomato,Tomato,FAQ,1000,1000,1000,25/06/2023
Karnataka,kolar,Gowribidanoor,Onion,Onion,FAQ,1500,3000,2500,25/06/2023
Karnataka,chikmagalur,Bagepalli,Potato,Potato,FAQ,1000,2000,1500,25/06/2023
Karnataka,kolar,Chintamani,Onion,Onion,FAQ,1000,2000,1500,25/06/2023
Karnataka,kolar,Gowribidanoor,Tomato,Tomato,FAQ,1500,4000,2000,25/06/2023
Karnataka,kolar,Kolar,Tomato,Tomato,FAQ,2000,6670,3730,25/06/2023
Karnataka,chikmagalur,Bagepalli,Onion,Onion,FAQ,1000,1500,1300,25/06/2023
Karnataka,kolar,Chickkaballapura,Tomato,Tomato,FAQ,1500,7500,4500,25/06/2023
Karnataka,mysore,Mysore (Bandipalya),Tomato,Tomato,FAQ,5300,5500,5400,25/06/2023
Karnataka,mysore,T. Narasipura,Tomato,Hybrid,FAQ,3000,3000,3000,25/06/2023
Karnataka,kolar,Mulabagilu,Tomato,Tomato,FAQ,600,2666,1666,25/06/2023
Karnataka,mandya,K.R. Pet,Tomato,Tomato,FAQ,1000,1000,1000,26/06/2023
Karnataka,bangalore,Bangalore,Onion,Onion,FAQ,1200,1500,1300,26/06/2023
Karnataka,shimoga,Shimoga,Tomato,Tomato,FAQ,4000,6000,5000,26/06/2023
Karnataka,bangalore,Bangalore,Onion,Local,FAQ,800,1200,1100,26/06/2023
Karnataka,bangalore,Bangalore,Potato,Local,FAQ,1600,1800,1700,26/06/2023
Karnataka,kolar,Kolar,Tomato,Tomato,FAQ,2000,6670,3330,26/06/2023
Karnataka,bangalore,Doddaballa Pur,Onion,Onion,FAQ,1500,2500,2000,26/06/2023
Karnataka,bangalore,Ramanagara,Tomato,Tomato,FAQ,5000,7500,6000,26/06/2023
Karnataka,kolar,Mulabagilu,Tomato,Tomato,FAQ,600,3333,1933,26/06/2023
Karnataka,kolar,Gowribidanoor,Onion,Onion,FAQ,1500,3000,2500,26/06/2023
Karnataka,bellary,Hospet,Potato,Potato,Medium,1400,1400,1400,26/06/2023
Karnataka,dharwad,Hubli (Amaragol),Potato,Potato,FAQ,1250,1600,1400,26/06/2023
Karnataka,bangalore,Bangalore,Onion,Puna,FAQ,1000,1800,1400,26/06/2023
Karnataka,bangalore,Channapatana,Tomato,Tomato,FAQ,4000,7500,6000,26/06/2023
Karnataka,chikmagalur,Bagepalli,Tomato,Tomato,FAQ,600,1280,1000,26/06/2023
Karnataka,shimoga,Shimoga,Potato,Local,FAQ,1800,2000,1900,26/06/2023
Karnataka,kolar,Bangarpet,Tomato,Tomato,FAQ,1800,6400,4100,26/06/2023
Karnataka,kolar,Chintamani,Onion,Onion,FAQ,1000,2000,1200,26/06/2023
Karnataka,bellary,Hospet,Tomato,Tomato,Medium,1200,1200,1200,26/06/2023
Karnataka,mandya,Nagamangala,Tomato,Tomato,FAQ,2300,2400,2385,26/06/2023
Karnataka,chikmagalur,Chikkamagalore,Tomato,Tomato,FAQ,3789,3989,3889,26/06/2023
Karnataka,chikmagalur,Kadur,Tomato,Tomato,FAQ,1388,2800,1850,26/06/2023
Karnataka,bangalore,Doddaballa Pur,Tomato,Tomato,FAQ,3000,4000,3500,26/06/2023
Karnataka,bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,400,800,700,26/06/2023
Karnataka,kolar,Srinivasapur,Tomato,Tomato,FAQ,3333,7000,5333,26/06/2023
Karnataka,kolar,Gowribidanoor,Tomato,Tomato,FAQ,1500,4000,2000,26/06/2023
Karnataka,kolar,Chickkaballapura,Tomato,Tomato,FAQ,1500,10500,6100,26/06/2023
Karnataka,mysore,Mysore (Bandipalya),Tomato,Tomato,FAQ,5000,5200,5100,26/06/2023
Karnataka,udupi,Udupi,Tomato,Tomato,FAQ,4300,4400,4400,26/06/2023
Karnataka,bangalore,Bangalore,Potato,Potato,FAQ,1400,1700,1500,26/06/2023
Karnataka,bellary,Hospet,Onion,Local,FAQ,800,900,800,26/06/2023
Karnataka,udupi,Udupi,Onion,Onion,FAQ,1600,1800,1700,26/06/2023
Karnataka,bijapur,Bijapur,Onion,Onion,FAQ,200,1600,800,26/06/2023
Karnataka,mysore,Mysore (Bandipalya),Onion,Other,FAQ,1000,1600,1300,26/06/2023
Karnataka,chikmagalur,Tarikere,Onion,Local,FAQ,1000,1000,1000,26/06/2023
Karnataka,kolar,Kolar,Potato,Local,FAQ,3000,3200,3100,26/06/2023
Karnataka,dharwad,Hubli (Amaragol),Onion,Puna,FAQ,500,2000,1000,26/06/2023
Karnataka,chikmagalur,Chikkamagalore,Potato,Other,FAQ,1548,1948,1748,26/06/2023
Karnataka,chikmagalur,Chikkamagalore,Onion,Other,FAQ,1472,1672,1572,26/06/2023
Karnataka,dharwad,Hubli (Amaragol),Onion,Telagi,FAQ,250,1510,720,26/06/2023
Karnataka,shimoga,Shimoga,Onion,Onion,FAQ,1600,2000,1800,26/06/2023
Karnataka,kolar,Chintamani,Potato,Local,FAQ,1500,2000,1750,26/06/2023
Karnataka,mysore,Mysore (Bandipalya),Potato,Potato,FAQ,1500,1800,1600,26/06/2023
Karnataka,davangere,Davangere,Onion,Onion,FAQ,300,1350,850,26/06/2023
Karnataka,chikmagalur,Kadur,Onion,Onion,FAQ,1281,1388,1281,26/06/2023
Karnataka,udupi,Udupi,Potato,Potato,FAQ,1600,1700,1700,26/06/2023
Karnataka,bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,400,800,700,27/06/2023
Karnataka,mysore,Mysore (Bandipalya),Potato,Potato,FAQ,1500,1800,1600,27/06/2023
Karnataka,bangalore,Bangalore,Onion,Onion,FAQ,1200,1500,1300,27/06/2023
Karnataka,udupi,Udupi,Onion,Onion,FAQ,1600,1800,1700,27/06/2023
Karnataka,bangalore,Doddaballa Pur,Onion,Onion,FAQ,1500,2500,2000,27/06/2023
Karnataka,belgaum,Belgaum,Onion,Pusa-Red,FAQ,800,1500,1200,27/06/2023
Karnataka,chikmagalur,Kadur,Onion,Onion,FAQ,1096,1111,1096,27/06/2023
Karnataka,dharwad,Hubli (Amaragol),Onion,Local,FAQ,250,1500,730,27/06/2023
Karnataka,kolar,Chintamani,Onion,Onion,FAQ,1000,2000,1500,27/06/2023
Karnataka,bagalkot,Bagalakot,Onion,Onion,FAQ,350,1400,800,27/06/2023
Karnataka,mysore,T. Narasipura,Tomato,Hybrid,FAQ,5000,5000,5000,27/06/2023
Karnataka,bangalore,Bangalore,Onion,Local,FAQ,800,1200,1100,27/06/2023
Karnataka,shimoga,Shimoga,Onion,Onion,FAQ,1600,2000,1800,27/06/2023
Karnataka,mysore,Mysore (Bandipalya),Tomato,Tomato,FAQ,5300,5500,5400,27/06/2023
Karnataka,bangalore,Bangalore,Onion,Puna,FAQ,1000,1800,1400,27/06/2023
Karnataka,dharwad,Hubli (Amaragol),Onion,Telagi,FAQ,300,1500,750,27/06/2023
Karnataka,bellary,Hospet,Onion,Local,FAQ,800,1000,800,27/06/2023
Karnataka,mysore,Mysore (Bandipalya),Onion,Other,FAQ,1100,1700,1500,27/06/2023
Karnataka,dharwad,Hubli (Amaragol),Onion,Puna,FAQ,500,2100,1020,27/06/2023
Karnataka,shimoga,Shimoga,Tomato,Tomato,FAQ,4000,6400,5000,27/06/2023
Karnataka,belgaum,Belgaum,Potato,Local,FAQ,1500,2200,2000,27/06/2023
Karnataka,davangere,Davangere,Onion,Onion,FAQ,300,1300,800,27/06/2023
Karnataka,davangere,Davangere,Tomato,Tomato,FAQ,5000,5500,5200,27/06/2023
Karnataka,bangalore,Bangalore,Potato,Local,FAQ,1600,1800,1700,27/06/2023
Karnataka,shimoga,Shimoga,Potato,Local,FAQ,1800,2000,1900,27/06/2023
Karnataka,mandya,K.R. Pet,Tomato,Tomato,FAQ,1000,1000,1000,27/06/2023
Karnataka,chikmagalur,Bagepalli,Potato,Potato,FAQ,1000,2000,1500,27/06/2023
Karnataka,kolar,Mulabagilu,Tomato,Tomato,FAQ,600,3333,2000,27/06/2023
Karnataka,udupi,Udupi,Potato,Potato,FAQ,1600,1700,1700,27/06/2023
Karnataka,kolar,Chintamani,Potato,Local,FAQ,1500,2000,1750,27/06/2023
Karnataka,bangalore,Ramanagara,Tomato,Tomato,FAQ,5000,6500,6000,27/06/2023
Karnataka,davangere,Davangere,Potato,Potato,FAQ,1000,1400,1200,27/06/2023
Karnataka,kolar,Chintamani,Tomato,Tomato,FAQ,1000,6660,4660,27/06/2023
Karnataka,dharwad,Hubli (Amaragol),Potato,Potato,FAQ,1400,1500,1450,27/06/2023
Karnataka,kolar,Bangarpet,Tomato,Tomato,FAQ,1800,6400,4100,27/06/2023
Karnataka,bangalore,Channapatana,Tomato,Tomato,FAQ,4000,7000,5500,27/06/2023
Karnataka,chikmagalur,Bagepalli,Tomato,Tomato,FAQ,600,1300,1100,27/06/2023
Karnataka,bellary,Hospet,Potato,Potato,FAQ,1400,1600,1400,27/06/2023
Karnataka,bangalore,Doddaballa Pur,Tomato,Tomato,FAQ,3000,4000,3500,27/06/2023
Karnataka,chikmagalur,Chikkamagalore,Tomato,Tomato,FAQ,4186,4586,4386,27/06/2023
Karnataka,bellary,Hospet,Tomato,Tomato,FAQ,1000,1200,1200,27/06/2023
Karnataka,kolar,Chickkaballapura,Tomato,Tomato,FAQ,1600,7700,4600,27/06/2023
Karnataka,dharwad,Hubli (Amaragol),Potato,Other,FAQ,2000,2000,2000,27/06/2023
Karnataka,kolar,Srinivasapur,Tomato,Tomato,FAQ,1667,7667,5667,27/06/2023
Karnataka,bangalore,Bangalore,Potato,Potato,FAQ,1400,1700,1500,27/06/2023
Karnataka,chikmagalur,Kadur,Tomato,Tomato,FAQ,2083,3571,2777,27/06/2023
Karnataka,udupi,Udupi,Tomato,Tomato,FAQ,4300,4400,4400,27/06/2023
Karnataka,bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,7000,8000,7500,27/06/2023
Karnataka,kolar,Kolar,Tomato,Tomato,FAQ,2000,6670,4000,27/06/2023
Karnataka,bangalore,Channapatana,Tomato,Tomato,FAQ,3500,7000,5000,28/06/2023
Karnataka,bangalore,Ramanagara,Tomato,Tomato,FAQ,5000,7000,6000,28/06/2023
Karnataka,kolar,Gowribidanoor,Tomato,Tomato,FAQ,1500,4500,3000,28/06/2023
Karnataka,chikmagalur,Bagepalli,Tomato,Tomato,FAQ,600,1300,1000,28/06/2023
Karnataka,mandya,Mandya,Potato,Potato,FAQ,2500,2500,2500,28/06/2023
Karnataka,hassan,Hassan,Tomato,Tomato,FAQ,4166,6481,6250,28/06/2023
Karnataka,chikmagalur,Chikkamagalore,Potato,Other,FAQ,1632,1832,1732,28/06/2023
Karnataka,davangere,Davangere,Potato,Potato,FAQ,1000,1300,1200,28/06/2023
Karnataka,bellary,Hospet,Onion,Local,FAQ,1000,1200,1200,28/06/2023
Karnataka,hassan,Hassan,Onion,Other,FAQ,601,2010,1400,28/06/2023
Karnataka,udupi,Udupi,Tomato,Tomato,FAQ,6900,7000,7000,28/06/2023
Karnataka,mysore,Mysore (Bandipalya),Onion,Other,FAQ,1200,1800,1600,28/06/2023
Karnataka,kolar,Chickkaballapura,Tomato,Tomato,FAQ,2300,8400,5400,28/06/2023
Karnataka,belgaum,Belgaum,Potato,Local,FAQ,1500,2200,2000,28/06/2023
Karnataka,kolar,Bangarpet,Tomato,Tomato,FAQ,1800,6400,4100,28/06/2023
Karnataka,davangere,Davangere,Tomato,Tomato,FAQ,5500,6000,5800,28/06/2023
Karnataka,udupi,Udupi,Potato,Potato,FAQ,1700,1800,1800,28/06/2023
Karnataka,mysore,Mysore (Bandipalya),Tomato,Tomato,FAQ,5000,5200,5100,28/06/2023
Karnataka,hassan,Hassan,Potato,Potato,FAQ,868,1381,1050,28/06/2023
Karnataka,belgaum,Belgaum,Tomato,Tomato,FAQ,4000,5000,4500,28/06/2023
Karnataka,mysore,Mysore (Bandipalya),Potato,Potato,FAQ,1500,2000,1600,28/06/2023
Karnataka,dharwad,Hubli (Amaragol),Onion,Telagi,FAQ,200,1500,720,28/06/2023
Karnataka,bangalore,Bangalore,Potato,Potato,FAQ,1400,1700,1500,28/06/2023
Karnataka,chikmagalur,Bagepalli,Onion,Onion,FAQ,1000,2000,1500,28/06/2023
Karnataka,kolar,Chintamani,Tomato,Tomato,FAQ,1000,6660,4660,28/06/2023
Karnataka,kolar,Chickkaballapura,Onion,Beelary-Red,FAQ,1400,1600,1500,28/06/2023
Karnataka,chikmagalur,Chikkamagalore,Tomato,Tomato,FAQ,2815,3215,3015,28/06/2023
Karnataka,bellary,Hospet,Tomato,Tomato,FAQ,1500,3600,3000,28/06/2023
Karnataka,dharwad,Hubli (Amaragol),Potato,Potato,FAQ,1350,1550,1450,28/06/2023
Karnataka,bangalore,Bangalore,Onion,Onion,FAQ,1200,1500,1300,28/06/2023
Karnataka,davangere,Davangere,Onion,Onion,FAQ,300,1300,800,28/06/2023
Karnataka,mysore,T. Narasipura,Tomato,Hybrid,FAQ,6000,7000,6000,28/06/2023
Karnataka,belgaum,Belgaum,Onion,Pusa-Red,FAQ,1000,1800,1500,28/06/2023
Karnataka,dharwad,Hubli (Amaragol),Onion,Puna,FAQ,400,2000,1000,28/06/2023
Karnataka,mandya,Mandya,Tomato,Tomato,FAQ,4000,6000,6000,28/06/2023
Karnataka,mandya,Mandya,Onion,Onion,FAQ,2000,2000,2000,28/06/2023
Karnataka,bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,400,800,700,28/06/2023
Karnataka,kolar,Kolar,Tomato,Tomato,FAQ,2000,6670,3670,28/06/2023
Karnataka,chikmagalur,Chikkamagalore,Onion,Other,FAQ,1515,1515,1515,28/06/2023
Karnataka,shimoga,Shimoga,Onion,Onion,FAQ,1600,2000,1800,28/06/2023
Karnataka,haveri,Ranebennur,Onion,Local,Medium,1000,1300,1100,28/06/2023
Karnataka,bangalore,Bangalore,Onion,Puna,FAQ,1000,1800,1400,28/06/2023
Karnataka,bangalore,Bangalore,Onion,Local,FAQ,800,1200,1100,28/06/2023
Karnataka,chikmagalur,Kadur,Onion,Onion,FAQ,1110,1387,1333,28/06/2023
Karnataka,chikmagalur,Kadur,Tomato,Tomato,FAQ,2082,5206,4165,28/06/2023
Karnataka,bellary,Hospet,Potato,Potato,FAQ,1300,1600,1400,28/06/2023
Karnataka,chikmagalur,Bagepalli,Potato,Potato,FAQ,1000,3000,2000,28/06/2023
Karnataka,kolar,Mulabagilu,Tomato,Tomato,FAQ,666,4000,2000,28/06/2023
Karnataka,bangalore,Bangalore,Potato,Local,FAQ,160,1800,1700,28/06/2023
Karnataka,kolar,Chickkaballapura,Potato,Local,FAQ,1400,1600,1500,28/06/2023
Karnataka,kolar,Gowribidanoor,Onion,Onion,FAQ,1500,2500,2000,28/06/2023
Karnataka,shimoga,Shimoga,Potato,Local,FAQ,1800,2000,1900,28/06/2023
Karnataka,udupi,Udupi,Onion,Onion,FAQ,1800,1900,1900,28/06/2023
Karnataka,hassan,Channarayapatna,Onion,Local,FAQ,2000,2000,2000,28/06/2023
Karnataka,shimoga,Shimoga,Tomato,Tomato,FAQ,4000,6000,5000,28/06/2023
Karnataka,kolar,Bangarpet,Tomato,Tomato,FAQ,2000,7000,4000,29/06/2023
Karnataka,mysore,Mysore (Bandipalya),Tomato,Tomato,FAQ,5300,5500,5400,29/06/2023
Karnataka,bangalore,Ramanagara,Tomato,Tomato,FAQ,6000,8000,7000,29/06/2023
Karnataka,kolar,Chintamani,Tomato,Tomato,FAQ,1000,6660,5330,29/06/2023
Karnataka,mysore,T. Narasipura,Tomato,Hybrid,FAQ,5000,6000,5000,29/06/2023
Karnataka,tumkur,Tumkur,Onion,Other,FAQ,850,1350,980,29/06/2023
Karnataka,kolar,Kolar,Potato,Local,FAQ,1500,2000,1700,29/06/2023
Karnataka,kolar,Gowribidanoor,Onion,Onion,FAQ,1500,2500,2000,29/06/2023
Karnataka,mysore,Mysore (Bandipalya),Onion,Other,FAQ,1200,1800,1500,29/06/2023
Karnataka,chikmagalur,Bagepalli,Onion,Onion,FAQ,900,1500,1250,29/06/2023
Karnataka,chikmagalur,Bagepalli,Potato,Potato,FAQ,1300,3000,2300,29/06/2023
Karnataka,kolar,Srinivasapur,Tomato,Tomato,FAQ,2533,7000,5333,29/06/2023
Karnataka,kolar,Mulabagilu,Tomato,Tomato,FAQ,666,3800,2000,29/06/2023
Karnataka,mandya,K.R. Pet,Tomato,Tomato,FAQ,1000,1000,1000,29/06/2023
Karnataka,kolar,Chintamani,Onion,Onion,FAQ,1000,1500,1250,29/06/2023
Karnataka,chikmagalur,Bagepalli,Tomato,Tomato,FAQ,600,1300,1000,29/06/2023
Karnataka,kolar,Chintamani,Potato,Local,FAQ,1000,2000,1500,29/06/2023
Karnataka,kolar,Kolar,Tomato,Tomato,FAQ,2000,7330,3330,29/06/2023
Karnataka,kolar,Gowribidanoor,Tomato,Tomato,FAQ,1500,4500,3000,29/06/2023
Karnataka,chikmagalur,Tarikere,Onion,Local,FAQ,1000,1000,1000,30/06/2023
Karnataka,kolar,Mulabagilu,Tomato,Tomato,FAQ,666,4333,2333,30/06/2023
Karnataka,chikmagalur,Bagepalli,Onion,Onion,FAQ,1000,2000,1500,30/06/2023
Karnataka,kolar,Chintamani,Onion,Onion,FAQ,1000,2000,1500,30/06/2023
Karnataka,bangalore,Doddaballa Pur,Onion,Onion,FAQ,1500,2500,2000,30/06/2023
Karnataka,kolar,Chickkaballapura,Tomato,Tomato,FAQ,3000,11500,7300,30/06/2023
Karnataka,kolar,Chintamani,Tomato,Tomato,FAQ,2000,10000,6000,30/06/2023
Karnataka,chikmagalur,Bagepalli,Tomato,Tomato,FAQ,600,1300,1100,30/06/2023
Karnataka,dharwad,Hubli (Amaragol),Onion,Telagi,FAQ,200,1460,710,30/06/2023
Karnataka,belgaum,Belgaum,Potato,Local,FAQ,1500,2200,2000,30/06/2023
Karnataka,chikmagalur,Kadur,Onion,Onion,FAQ,1388,1665,1388,30/06/2023
Karnataka,bangalore,Doddaballa Pur,Tomato,Tomato,FAQ,2000,3000,2500,30/06/2023
Karnataka,chikmagalur,Bagepalli,Potato,Potato,FAQ,1000,2000,1500,30/06/2023
Karnataka,kolar,Kolar,Tomato,Tomato,FAQ,2330,8670,4000,30/06/2023
Karnataka,udupi,Udupi,Tomato,Tomato,FAQ,6900,7000,7000,30/06/2023
Karnataka,bangalore,Bangalore,Potato,Potato,FAQ,1400,1700,1500,30/06/2023
Karnataka,chikmagalur,Chikkamagalore,Tomato,Tomato,FAQ,3083,3483,3283,30/06/2023
Karnataka,shimoga,Shimoga,Onion,Onion,FAQ,1600,2000,1800,30/06/2023
Karnataka,davangere,Davangere,Potato,Potato,FAQ,1000,1400,1200,30/06/2023
Karnataka,bangalore,Bangalore,Onion,Puna,FAQ,1000,1800,1400,30/06/2023
Karnataka,bangalore,Bangalore,Onion,Local,FAQ,800,1200,1100,30/06/2023
Karnataka,hassan,Hassan,Potato,Potato,FAQ,500,1600,1200,30/06/2023
Karnataka,mysore,Mysore (Bandipalya),Onion,Other,FAQ,1200,1800,1500,30/06/2023
Karnataka,bijapur,Bijapur,Onion,Onion,FAQ,300,1600,1000,30/06/2023
Karnataka,mandya,K.R. Pet,Tomato,Tomato,FAQ,1000,1000,1000,30/06/2023
Karnataka,mysore,T. Narasipura,Tomato,Hybrid,FAQ,6000,6000,6000,30/06/2023
Karnataka,bangalore,Bangalore,Potato,Local,FAQ,1600,1800,1700,30/06/2023
Karnataka,kolar,Srinivasapur,Tomato,Tomato,FAQ,5533,10133,8000,30/06/2023
Karnataka,chikmagalur,Kadur,Tomato,Tomato,FAQ,2378,5550,3330,30/06/2023
Karnataka,kolar,Gowribidanoor,Tomato,Tomato,FAQ,1500,4500,3000,30/06/2023
Karnataka,chikmagalur,Chikkamagalore,Onion,Other,FAQ,1613,1613,1613,30/06/2023
Karnataka,belgaum,Belgaum,Tomato,Tomato,FAQ,4000,4500,4300,30/06/2023
Karnataka,davangere,Davangere,Tomato,Tomato,FAQ,6000,8000,7000,30/06/2023
Karnataka,davangere,Davangere,Onion,Onion,FAQ,300,1350,850,30/06/2023
Karnataka,bangalore,Bangalore,Onion,Onion,FAQ,1200,1500,1300,30/06/2023
Karnataka,hassan,Hassan,Onion,Other,FAQ,650,2050,1140,30/06/2023
Karnataka,dharwad,Hubli (Amaragol),Onion,Puna,FAQ,400,1800,1020,30/06/2023
Karnataka,kolar,Gowribidanoor,Onion,Onion,FAQ,1500,2500,2000,30/06/2023
Karnataka,kolar,Bangarpet,Tomato,Tomato,FAQ,1500,7000,4200,30/06/2023
Karnataka,dharwad,Hubli (Amaragol),Potato,Potato,FAQ,1200,1550,1350,30/06/2023
Karnataka,shimoga,Shimoga,Tomato,Tomato,FAQ,5000,6400,5600,30/06/2023
Karnataka,mysore,Mysore (Bandipalya),Tomato,Tomato,FAQ,6800,7000,6900,30/06/2023
Karnataka,hassan,Channarayapatna,Tomato,Tomato,FAQ,5700,5700,5700,30/06/2023
Karnataka,belgaum,Belgaum,Onion,Pusa-Red,FAQ,1000,1800,1500,30/06/2023
Karnataka,udupi,Udupi,Potato,Potato,FAQ,1700,1800,1800,30/06/2023
Karnataka,shimoga,Shimoga,Potato,Local,FAQ,1800,2000,1900,30/06/2023
Karnataka,bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,400,800,700,30/06/2023
Karnataka,kolar,Chintamani,Potato,Local,FAQ,1000,2000,1500,30/06/2023
Karnataka,bangalore,Ramanagara,Tomato,Tomato,FAQ,6000,8000,7000,30/06/2023
Karnataka,udupi,Udupi,Onion,Onion,FAQ,1800,1900,1900,30/06/2023
Karnataka,chikmagalur,Chikkamagalore,Potato,Other,FAQ,1601,1801,1701,30/06/2023
Karnataka,bangalore,Channapatana,Tomato,Tomato,FAQ,4500,7000,5500,30/06/2023
Karnataka,hassan,Arakalgud,Potato,Local,FAQ,2500,2500,2500,1/07/2023
Karnataka,bangalore,Channapatana,Tomato,Tomato,FAQ,6000,9000,7500,1/07/2023
Karnataka,kolar,Kolar,Tomato,Tomato,FAQ,2000,10000,4670,1/07/2023
Karnataka,chikmagalur,Bagepalli,Tomato,Tomato,FAQ,1800,6000,3900,1/07/2023
Karnataka,kolar,Mulabagilu,Tomato,Tomato,FAQ,666,4333,2333,1/07/2023
Karnataka,bangalore,Bangalore,Potato,Potato,FAQ,1400,1700,1500,1/07/2023
Karnataka,udupi,Udupi,Onion,Onion,FAQ,1800,1900,1900,1/07/2023
Karnataka,chikmagalur,Chikkamagalore,Tomato,Tomato,FAQ,3801,4001,3901,1/07/2023
Karnataka,dharwad,Hubli (Amaragol),Onion,Telagi,FAQ,250,1600,800,1/07/2023
Karnataka,chikmagalur,Kadur,Tomato,Tomato,FAQ,2378,8330,2378,1/07/2023
Karnataka,kolar,Chickkaballapura,Potato,Local,FAQ,1400,1600,1500,1/07/2023
Karnataka,davangere,Davangere,Potato,Potato,FAQ,1000,1400,1200,1/07/2023
Karnataka,bellary,Hospet,Onion,Local,FAQ,800,1000,1000,1/07/2023
Karnataka,davangere,Davangere,Tomato,Tomato,FAQ,6000,8000,7000,1/07/2023
Karnataka,bangalore,Doddaballa Pur,Tomato,Tomato,FAQ,4000,6000,5000,1/07/2023
Karnataka,chikmagalur,Chikkamagalore,Potato,Other,FAQ,1636,1836,1736,1/07/2023
Karnataka,udupi,Udupi,Tomato,Tomato,FAQ,6900,7000,7000,1/07/2023
Karnataka,chikmagalur,Tarikere,Onion,Local,FAQ,1714,1714,1714,1/07/2023
Karnataka,kolar,Chickkaballapura,Onion,Local,FAQ,1500,1800,1700,1/07/2023
Karnataka,bellary,Hospet,Potato,Potato,Medium,1400,1400,1400,1/07/2023
Karnataka,bellary,Hospet,Tomato,Tomato,FAQ,1600,2200,2000,1/07/2023
Karnataka,bangalore,Bangalore,Onion,Local,FAQ,800,1200,1100,1/07/2023
Karnataka,dharwad,Hubli (Amaragol),Potato,Potato,FAQ,1300,1450,1350,1/07/2023
Karnataka,kolar,Gowribidanoor,Tomato,Tomato,FAQ,1500,4500,3000,1/07/2023
Karnataka,mysore,Mysore (Bandipalya),Potato,Potato,FAQ,2000,2200,2000,1/07/2023
Karnataka,bangalore,Bangalore,Potato,Local,FAQ,1600,1800,1700,1/07/2023
Karnataka,kolar,Chintamani,Onion,Onion,FAQ,1000,2000,1500,1/07/2023
Karnataka,kolar,Chintamani,Potato,Local,FAQ,1000,2000,1500,1/07/2023
Karnataka,kolar,Chickkaballapura,Tomato,Tomato,FAQ,3000,11500,7300,1/07/2023
